tool,yyyy-mm,year,month,source,device,campaign,placement,creative,creative_dimensions,creative_type,creative_cat,impressions,clicks,ctr
DCM,2021-05,2021,05,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1623_v3_50,300x250,square,image,577,5,0.008665511265164644
DCM,2021-05,2021,05,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,602,0,0.0
DCM,2021-05,2021,05,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,1269,2,0.0015760441292356187
DCM,2021-05,2021,05,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1623_v3_50,300x250,square,image,49533,84,0.0016958391375446673
DCM,2021-05,2021,05,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,49805,91,0.0018271257905832748
DCM,2021-05,2021,05,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,112257,128,0.001140240697684777
DCM,2021-05,2021,05,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1623_v3_50,300x250,square,image,1856,4,0.0021551724137931034
DCM,2021-05,2021,05,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,1901,6,0.003156233561283535
DCM,2021-05,2021,05,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,3474,4,0.0011514104778353484
DCM,2021-05,2021,05,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1623_v3_50,300x250,square,image,30,0,0.0
DCM,2021-05,2021,05,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,32,0,0.0
DCM,2021-05,2021,05,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,75,0,0.0
DCM,2021-05,2021,05,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1623_v3_50,300x250,square,image,3004,3,0.0009986684420772304
DCM,2021-05,2021,05,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,2979,10,0.003356831151393085
DCM,2021-05,2021,05,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,5011,15,0.0029934144881261227
DCM,2021-05,2021,05,WebMD,,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1623_v3_50,300x250,square,image,5,0,0.0
DCM,2021-05,2021,05,WebMD,,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,2,0,0.0
DCM,2021-05,2021,05,WebMD,,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,1,0,0.0
DCM,2021-06,2021,06,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1623_v3_50,300x250,square,image,20467,16,0.0007817462256315044
DCM,2021-06,2021,06,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1623_v3_50,300x250,square,image,34938,61,0.0017459499685156562
DCM,2021-06,2021,06,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1623_v3_50,300x250,square,image,1164,3,0.002577319587628866
DCM,2021-06,2021,06,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,20189,8,0.00039625538659666156
DCM,2021-06,2021,06,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,34902,70,0.0020056157240272766
DCM,2021-06,2021,06,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,1133,2,0.00176522506619594
DCM,2021-06,2021,06,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,50028,10,0.00019988806268489645
DCM,2021-06,2021,06,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,89397,130,0.0014541875006991287
DCM,2021-06,2021,06,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,2571,1,0.00038895371450797355
DCM,2021-06,2021,06,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1623_v3_50,300x250,square,image,262,1,0.003816793893129771
DCM,2021-06,2021,06,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1623_v3_50,300x250,square,image,414,0,0.0
DCM,2021-06,2021,06,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1623_v3_50,300x250,square,image,20,0,0.0
DCM,2021-06,2021,06,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,244,0,0.0
DCM,2021-06,2021,06,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,451,1,0.0022172949002217295
DCM,2021-06,2021,06,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,28,0,0.0
DCM,2021-06,2021,06,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,838,0,0.0
DCM,2021-06,2021,06,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,1675,1,0.0005970149253731343
DCM,2021-06,2021,06,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,67,0,0.0
DCM,2021-06,2021,06,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1623_v3_50,300x250,square,image,19403,10,0.0005153842189352162
DCM,2021-06,2021,06,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1623_v3_50,300x250,square,image,35736,67,0.0018748600850682785
DCM,2021-06,2021,06,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1623_v3_50,300x250,square,image,3318,3,0.0009041591320072332
DCM,2021-06,2021,06,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,18985,7,0.0003687121411640769
DCM,2021-06,2021,06,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,35922,55,0.0015310951506040866
DCM,2021-06,2021,06,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,3036,9,0.0029644268774703555
DCM,2021-06,2021,06,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,47988,17,0.00035425523047428526
DCM,2021-06,2021,06,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,91455,97,0.00106063091137718
DCM,2021-06,2021,06,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,7244,10,0.0013804527885146328
DCM,2021-06,2021,06,WebMD,,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,2,0,0.0
DCM,2021-07,2021,07,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1623_v3_50,300x250,square,image,16656,13,0.0007804995196926032
DCM,2021-07,2021,07,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1623_v3_50,300x250,square,image,23387,42,0.0017958695001496557
DCM,2021-07,2021,07,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1623_v3_50,300x250,square,image,641,1,0.0015600624024961
DCM,2021-07,2021,07,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,16765,11,0.000656128839844915
DCM,2021-07,2021,07,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,23679,47,0.0019848811182904685
DCM,2021-07,2021,07,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,580,1,0.0017241379310344827
DCM,2021-07,2021,07,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,34218,7,0.00020457069378689577
DCM,2021-07,2021,07,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,50341,67,0.0013309231044278025
DCM,2021-07,2021,07,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,1306,5,0.0038284839203675345
DCM,2021-07,2021,07,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1623_v3_50,300x250,square,image,241,0,0.0
DCM,2021-07,2021,07,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1623_v3_50,300x250,square,image,442,2,0.004524886877828055
DCM,2021-07,2021,07,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1623_v3_50,300x250,square,image,27,0,0.0
DCM,2021-07,2021,07,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,227,0,0.0
DCM,2021-07,2021,07,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,480,0,0.0
DCM,2021-07,2021,07,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,31,0,0.0
DCM,2021-07,2021,07,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,616,0,0.0
DCM,2021-07,2021,07,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,1078,1,0.0009276437847866419
DCM,2021-07,2021,07,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,59,0,0.0
DCM,2021-07,2021,07,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1623_v3_50,300x250,square,image,20759,19,0.0009152656679030782
DCM,2021-07,2021,07,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1623_v3_50,300x250,square,image,31785,50,0.0015730690577316344
DCM,2021-07,2021,07,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1623_v3_50,300x250,square,image,2571,4,0.0015558148580318942
DCM,2021-07,2021,07,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,20895,10,0.0004785833931562575
DCM,2021-07,2021,07,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,31657,49,0.0015478409198597467
DCM,2021-07,2021,07,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,2574,3,0.0011655011655011655
DCM,2021-07,2021,07,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,46185,12,0.00025982461838259174
DCM,2021-07,2021,07,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,68877,61,0.0008856367147233474
DCM,2021-07,2021,07,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,4887,10,0.0020462451401677922
DCM,2021-08,2021,08,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1623_v3_50,300x250,square,image,10423,2,0.00019188333493236112
DCM,2021-08,2021,08,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1623_v3_50,300x250,square,image,25948,59,0.0022737783258825342
DCM,2021-08,2021,08,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1623_v3_50,300x250,square,image,537,1,0.00186219739292365
DCM,2021-08,2021,08,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,10353,8,0.0007727228822563509
DCM,2021-08,2021,08,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,26030,37,0.0014214368036880522
DCM,2021-08,2021,08,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,496,0,0.0
DCM,2021-08,2021,08,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,20981,9,0.00042895953481721555
DCM,2021-08,2021,08,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,66294,81,0.0012218300298669563
DCM,2021-08,2021,08,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,1228,2,0.0016286644951140066
DCM,2021-08,2021,08,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1623_v3_50,300x250,square,image,219,0,0.0
DCM,2021-08,2021,08,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1623_v3_50,300x250,square,image,307,2,0.006514657980456026
DCM,2021-08,2021,08,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1623_v3_50,300x250,square,image,20,1,0.05
DCM,2021-08,2021,08,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,233,0,0.0
DCM,2021-08,2021,08,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,314,2,0.006369426751592357
DCM,2021-08,2021,08,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,15,0,0.0
DCM,2021-08,2021,08,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,604,0,0.0
DCM,2021-08,2021,08,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,919,3,0.003264417845484222
DCM,2021-08,2021,08,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,55,0,0.0
DCM,2021-08,2021,08,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1623_v3_50,300x250,square,image,21707,16,0.0007370894181600406
DCM,2021-08,2021,08,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1623_v3_50,300x250,square,image,24161,44,0.0018211166756342866
DCM,2021-08,2021,08,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1623_v3_50,300x250,square,image,1387,6,0.004325883201153569
DCM,2021-08,2021,08,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,21974,14,0.0006371165923363976
DCM,2021-08,2021,08,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,24387,31,0.0012711690654857097
DCM,2021-08,2021,08,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,1364,0,0.0
DCM,2021-08,2021,08,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,48084,23,0.00047832958988436905
DCM,2021-08,2021,08,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,49944,67,0.0013415024827807143
DCM,2021-08,2021,08,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,2775,5,0.0018018018018018018
DCM,2021-09,2021,09,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,40739,9,0.00022091853015537936
DCM,2021-09,2021,09,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,28255,45,0.0015926384710670677
DCM,2021-09,2021,09,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,1205,1,0.0008298755186721991
DCM,2021-09,2021,09,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,44545,16,0.0003591873386463127
DCM,2021-09,2021,09,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,48159,53,0.0011005211902240495
DCM,2021-09,2021,09,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,1033,2,0.001936108422071636
DCM,2021-09,2021,09,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,270,0,0.0
DCM,2021-09,2021,09,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,427,2,0.00468384074941452
DCM,2021-09,2021,09,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,17,1,0.058823529411764705
DCM,2021-09,2021,09,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,553,0,0.0
DCM,2021-09,2021,09,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,972,3,0.0030864197530864196
DCM,2021-09,2021,09,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,25,0,0.0
DCM,2021-09,2021,09,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,30186,21,0.0006956867421983701
DCM,2021-09,2021,09,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,11026,19,0.001723199709776891
DCM,2021-09,2021,09,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,SD_1624_v3_Symptom,300x250,square,image,2091,4,0.001912960306073649
DCM,2021-09,2021,09,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,53089,18,0.0003390532878750777
DCM,2021-09,2021,09,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,29423,30,0.0010196105087856438
DCM,2021-09,2021,09,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Rotational Banner on SD condition center,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,4530,2,0.0004415011037527594
DCM,2021-10,2021,10,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,16571,5,0.0003017319413433106
DCM,2021-10,2021,10,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,37107,66,0.0017786401487589942
DCM,2021-10,2021,10,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,SD_1624_v3_Symptom,300x250,square,image,727,3,0.0041265474552957355
DCM,2021-10,2021,10,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,24592,6,0.00024398178269355888
DCM,2021-10,2021,10,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,58417,93,0.001592002328089426
DCM,2021-10,2021,10,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Audience Targeting Media - SD Only,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,1761,5,0.0028392958546280523
DCM,2021-10,2021,10,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,365,1,0.0027397260273972603
DCM,2021-10,2021,10,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,533,6,0.01125703564727955
DCM,2021-10,2021,10,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,SD_1624_v3_Symptom,300x250,square,image,64,1,0.015625
DCM,2021-10,2021,10,WebMD,desktop,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,610,1,0.001639344262295082
DCM,2021-10,2021,10,WebMD,mobile,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,818,0,0.0
DCM,2021-10,2021,10,WebMD,tablet,200 Arabia Dermicool FY21 SDP DTP Media PT,Dermicool Drug Monograph on WebMD.com AV,Dermicool_SDP_DTP_TalkToYourDoctor_300x250_v1,300x250,square,image,48,0,0.0
